person_id,household_id,sex,age,home_x,home_y,marital_status,nationality,household_size,age_class,household_size_class,home_zone_id,municipality_type,home_municipality_id,home_quarter_id,canton_id,population_density,sp_region,ovgk,statpop_person_id,statpop_household_id,is_head,longitude,latitude,canton_id.1,canton_name,distance
201240012716819,201202610004233,0,38,2682680.0427770866,1244640.8763768496,0,0,4,5,3,2726.0,urban,261,261021.0,1.0,57522,1,B,201240012716819,201202610004233,True,8.53214504024825,47.347436098841726,1,Zurich,
201240015979968,201201360000871,1,49,2682231.1612785975,1237786.6074747308,0,0,1,6,0,391.0,urban,136,,1.0,16153,1,None,201240015979968,201201360000871,True,8.525675701108161,47.28587957612314,1,Zurich,
201240010501966,201202610031957,1,37,2681424.935793327,1247342.3054032363,1,0,4,5,3,2739.0,urban,261,261034.0,1.0,142335,1,A,201240010501966,201202610031957,False,8.516731279660917,47.371912927723,1,Zurich,
201240008635128,201200550000242,0,71,2682109.279252183,1270150.3266370294,1,0,5,7,4,337.0,urban,55,,1.0,5446,1,D,201240008635128,201200550000242,False,8.530078458862356,47.57690575998055,1,Zurich,
201240014877548,201201310005581,0,25,2681948.0710496954,1239335.5421415223,1,1,4,4,3,388.0,urban,131,,1.0,29349,1,C,201240014877548,201201310005581,True,8.522606814263405,47.30011208755114,1,Zurich,
201240016003816,201202610006428,0,74,2682973.358908601,1242941.9706771711,1,0,2,7,1,2726.0,urban,261,261021.0,1.0,42436,1,C,201240016003816,201202610006428,True,8.53646261653474,47.33214820982201,1,Zurich,
201240016173224,201200550000729,0,53,2681917.194390807,1269685.790657958,1,0,2,6,1,337.0,urban,55,,1.0,6903,1,None,201240016173224,201200550000729,False,8.527202978239915,47.572804306607885,1,Zurich,
201240008844265,201200620006655,1,61,2686179.9077886944,1257511.0743035693,1,0,2,6,1,344.0,urban,62,,1.0,20099,1,B,201240008844265,201200620006655,False,8.58172042957928,47.462732121453485,1,Zurich,
201240008261046,201201310003038,0,39,2681689.5091352756,1240841.9876202848,1,0,5,5,4,388.0,urban,131,,1.0,34466,1,B,201240008261046,201201310003038,False,8.519027687933077,47.31339572501644,1,Zurich,
201240008779909,201202610054399,0,30,2682696.2839609506,1248365.8371489982,1,1,2,5,1,2743.0,urban,261,261051.0,1.0,151963,1,A,201240008779909,201202610054399,True,8.53381535975262,47.38108015319929,1,Zurich,
201240007814191,201201980011535,0,67,2697013.2050087773,1245179.904807056,2,0,2,7,1,424.0,urban,198,,1.0,30775,1,B,201240007814191,201201980011535,False,8.722738119077162,47.35035795197226,1,Zurich,
201240009899564,201200900000970,1,52,2679738.152442237,1259529.470134241,1,0,4,6,3,364.0,urban,90,,1.0,19836,1,D,201240009899564,201200900000970,False,8.496440356315505,47.48173066830509,1,Zurich,
201240008233848,201202610140229,0,26,2683504.6291904794,1251697.9641170346,0,1,1,4,0,2754.0,urban,261,261115.0,1.0,104957,1,A,201240008233848,201202610140229,True,8.5448769382655,47.410586596562034,1,Zurich,
201240012936679,201201940000860,0,83,2693512.9524390716,1247597.2410473546,2,0,1,8,0,420.0,urban,194,,1.0,27548,1,None,201240012936679,201201940000860,True,8.67674328502222,47.37263828168687,1,Zurich,
201240007786350,201201590002011,0,72,2693517.206250528,1236268.8881729555,1,0,2,7,1,406.0,urban,159,,1.0,19652,1,None,201240007786350,201201590002011,True,8.674526623062238,47.27076088494321,1,Zurich,
201240015327030,201202300038667,0,21,2694691.883933605,1259956.0003040682,0,0,4,3,3,2566.0,urban,230,230420.0,1.0,21299,1,C,201240015327030,201202300038667,False,8.69508794621795,47.48349558509755,1,Zurich,
201240012642189,201202250000359,0,84,2701746.817261484,1266247.3637913254,1,1,2,8,1,438.0,urban,225,,1.0,8400,1,D,201240012642189,201202250000359,True,8.78988980888573,47.53902523922791,1,Zurich,
201240013727298,201202610142576,1,62,2684084.5774748907,1251376.9217156577,1,0,2,6,1,2754.0,urban,261,261115.0,1.0,106924,1,B,201240013727298,201202610142576,False,8.552690682471658,47.40784901169225,1,Zurich,
201240012516935,201201120001563,1,91,2704680.8658445203,1236282.2542613521,2,0,1,8,0,378.0,urban,112,,1.0,14135,1,B,201240012516935,201201120001563,True,8.82198401397621,47.26920243527693,1,Zurich,
201240011276391,201201610003765,1,0,2688125.837073983,1244249.2381080212,0,0,3,0,2,408.0,suburban,161,,1.0,32186,1,C,201240011276391,201201610003765,False,8.60482122285531,47.34327963063442,1,Zurich,
201240011676807,201201130000145,1,35,2705546.708102722,1237250.5728742974,1,0,5,5,4,379.0,urban,113,,1.0,16194,1,D,201240011676807,201201130000145,False,8.83355634883123,47.277600105230206,1,Zurich,
201240016013145,201201530001998,0,40,2701054.518718113,1234539.0389086371,0,1,5,5,4,400.0,urban,153,,1.0,13766,1,C,201240016013145,201201530001998,False,8.773962539074688,47.254151993971576,1,Zurich,
201240012105074,201202610114151,0,17,2678964.255831812,1251751.0662440963,0,0,4,2,3,2756.0,urban,261,261101.0,1.0,62246,1,A,201240012105074,201202610114151,False,8.485183792528101,47.41201496730549,1,Zurich,
